"","samplingProtocol","Grouping","species","labelit","rank","abundance","proportion","plower","pupper","accumfreq","logabun","rankfreq"
"251","Electropesca","Platero","Gephyrocharax melanocheir",FALSE,21,2,0.9,NA,NA,95.6,0.3,72.4
"252","Electropesca","Platero","Hoplias malabaricus",FALSE,22,2,0.9,NA,NA,96.5,0.3,75.9
"253","Electropesca","Platero","Synbranchus marmoratus",FALSE,23,2,0.9,NA,NA,97.3,0.3,79.3
"254","Electropesca","Platero","Kronoheros umbrifer",FALSE,24,1,0.4,NA,NA,97.8,0,82.8
"255","Electropesca","Platero","Pimelodella floridablancaensis",FALSE,25,1,0.4,NA,NA,98.2,0,86.2
"256","Electropesca","Platero","Nanocheirodon insignis",FALSE,26,1,0.4,NA,NA,98.7,0,89.7
"257","Electropesca","Platero","Trichomycterus sp. 2",FALSE,27,1,0.4,NA,NA,99.1,0,93.1
"258","Electropesca","Platero","Hoplosternum magdalenae",FALSE,28,1,0.4,NA,NA,99.6,0,96.6
"259","Electropesca","Platero","Megalonema xanthum",FALSE,29,1,0.4,NA,NA,100,0,100
"260","Trasmallo","Caracterizacion","Cyphocharax magdalenae",TRUE,1,1,100,NA,NA,100,0,100
"261","Trasmallo","Kale","Caquetaia kraussii",TRUE,1,10,17.2,NA,NA,17.2,1,7.7
"262","Trasmallo","Kale","Ctenolucius hujeta",TRUE,2,10,17.2,NA,NA,34.5,1,15.4
"263","Trasmallo","Kale","Trachelyopterus insignis",TRUE,3,10,17.2,NA,NA,51.7,1,23.1
"264","Trasmallo","Kale","Prochilodus magdalenae",FALSE,4,9,15.5,NA,NA,67.2,1,30.8
"265","Trasmallo","Kale","Curimata mivartii",FALSE,5,4,6.9,NA,NA,74.1,0.6,38.5
"266","Trasmallo","Kale","Megaleporinus muyscorum",FALSE,6,4,6.9,NA,NA,81,0.6,46.2
"267","Trasmallo","Kale","Cyphocharax magdalenae",FALSE,7,3,5.2,NA,NA,86.2,0.5,53.8
"268","Trasmallo","Kale","Trichopodus pectoralis",FALSE,8,3,5.2,NA,NA,91.4,0.5,61.5
"269","Trasmallo","Kale","Andinoacara latifrons",FALSE,9,1,1.7,NA,NA,93.1,0,69.2
"270","Trasmallo","Kale","Hypostomus",FALSE,10,1,1.7,NA,NA,94.8,0,76.9
"271","Trasmallo","Kale","Sternopygus aequilabiatus",FALSE,11,1,1.7,NA,NA,96.6,0,84.6
"272","Trasmallo","Kale","Hypostomus hondae",FALSE,12,1,1.7,NA,NA,98.3,0,92.3
"273","Trasmallo","Kale","Triportheus magdalenae",FALSE,13,1,1.7,NA,NA,100,0,100
"274","Trasmallo","Platero","Caquetaia kraussii",TRUE,1,8,21.6,NA,NA,21.6,0.9,8.3
"275","Trasmallo","Platero","Cynopotamus magdalenae",TRUE,2,8,21.6,NA,NA,43.2,0.9,16.7
"276","Trasmallo","Platero","Cyphocharax magdalenae",TRUE,3,5,13.5,NA,NA,56.8,0.7,25
"277","Trasmallo","Platero","Prochilodus magdalenae",FALSE,4,4,10.8,NA,NA,67.6,0.6,33.3
"278","Trasmallo","Platero","Trichopodus pectoralis",FALSE,5,3,8.1,NA,NA,75.7,0.5,41.7
"279","Trasmallo","Platero","Brycon henni",FALSE,6,2,5.4,NA,NA,81.1,0.3,50
"280","Trasmallo","Platero","Rhamdia guatemalensis",FALSE,7,2,5.4,NA,NA,86.5,0.3,58.3
"281","Trasmallo","Platero","Ctenolucius hujeta",FALSE,8,1,2.7,NA,NA,89.2,0,66.7
"282","Trasmallo","Platero","Roeboides dayi",FALSE,9,1,2.7,NA,NA,91.9,0,75
"283","Trasmallo","Platero","Ageneiosus pardalis",FALSE,10,1,2.7,NA,NA,94.6,0,83.3
"284","Trasmallo","Platero","Pseudopimelodus atricaudus",FALSE,11,1,2.7,NA,NA,97.3,0,91.7
"285","Trasmallo","Platero","Megaleporinus muyscorum",FALSE,12,1,2.7,NA,NA,100,0,100
